"","name","sizeF","type","subtype","alignmentF","hit_points","hit_dice","strength","dexterity","constitution","intelligence","wisdom","charisma","legal","moral"
"1569","Lizardfolk","Medium","humanoid","lizardfolk","neutral",22,"4d8+4",15,10,13,7,12,7,"neutral","neutral"
"1570","Lizardfolk","Medium","humanoid","","",22,"4d8+4",14,12,12,10,10,8,"unaligned","unaligned"
"1571","Lizardfolk Chosen One","Medium","humanoid","","",75,"10d8+30",16,12,16,10,12,14,"unaligned","unaligned"
"1572","Lobe Lemur","Small","monstrosity","","neutral",93,"17d6+34",10,18,15,5,12,7,"neutral","neutral"
"1573","Locksmith","Medium","construct","","unaligned",102,"12d8+48",20,18,18,16,10,6,"unaligned","unaligned"
"1574","Lord Zombie","Medium","undead","","neutral evil",82,"11d8+33",16,14,16,10,13,15,"neutral","evil"
"1575","Lord of the Hunt","Medium","fey","","lawful neutral",229,"27d8 + 108",21,18,19,14,18,15,"lawful","neutral"
"1576","Lorelei","Medium","fey","","chaotic evil",76,"9d8+36",10,21,18,16,16,23,"chaotic","evil"
"1577","Lorelei","Medium","fey","","chaotic evil",93,"11d8 + 44",10,21,18,16,16,21,"chaotic","evil"
"1578","Lost Minotaur","Large","undead","","neutral evil",114,"12d10+48",20,10,18,5,12,8,"neutral","evil"
"1579","Lotus Golem","Large","construct","","unaligned",82,"11d10+22",14,19,14,6,12,4,"unaligned","unaligned"
"1580","Lou Carcolh","Medium","monstrosity","","unaligned",78,"12d8+24",15,14,14,3,10,10,"unaligned","unaligned"
"1581","Loxoda","Huge","monstrosity","","neutral evil",147,"14d12+56",19,12,19,12,14,10,"neutral","evil"
"1582","Loxoda","Huge","monstrosity","","neutral evil",147,"14d12 + 56",19,12,19,12,14,10,"neutral","evil"
"1583","Luck Leech","Medium","fey","","neutral evil",150,"20d8+60",14,21,16,17,14,19,"neutral","evil"
"1584","Lunar Devil","Large","fiend","devil","lawful evil",94,"9d10+45",21,21,20,16,15,18,"lawful","evil"
"1585","Lunar Devil","Large","fiend","","lawful evil",94,"9d10 + 45",21,21,20,16,15,18,"lawful","evil"
"1586","Lunarian","Medium","fey","","chaotic neutral",97,"15d8+30",18,15,14,13,12,15,"chaotic","neutral"
"1587","Lycanthrope, Werecrocodile","Medium","humanoid","","neutral evil",58,"9d8+18",15,13,14,10,11,14,"neutral","evil"
"1588","Lycanthrope, Wereotter","Medium","humanoid","","chaotic good",44,"8d8 +8",13,16,13,12,15,17,"chaotic","good"
"1589","Lymarien","Tiny","fey","","neutral good",5,"2d4",1,17,10,7,13,11,"neutral","good"
"1590","Lymarien Swarm","Large","fey","Swarm","neutral good",90,"12d10+24",8,19,14,7,13,15,"neutral","good"
"1591","Lystrosaurus","Medium","beast","","unaligned",45,"6d8+18",16,10,16,2,9,6,"unaligned","unaligned"
"1592","Mad Piper","Large","construct","","neutral",19,"3d8+6",16,8,14,5,7,16,"neutral","neutral"
"1593","Mage","Medium","humanoid","any race","any alignment",40,"9d8",9,14,11,17,12,11,"unaligned","unaligned"
"1594","Mage","Medium","humanoid","","",67,"9d8+27",10,14,16,16,12,10,"unaligned","unaligned"
"1595","Magma Mephit","Small","elemental","","neutral evil",22,"5d6+5",8,12,12,7,10,10,"neutral","evil"
"1596","Magma Mephit","Small","elemental","","",21,"6d6",8,12,10,8,10,10,"unaligned","unaligned"
"1597","Magma Octopus","Large","elemental","","neutral",147,"14d10+70",21,17,21,5,8,7,"neutral","neutral"
"1598","Magmin","Small","elemental","","chaotic neutral",9,"2d6+2",7,15,12,8,11,10,"chaotic","neutral"
"1599","Magmin","Small","elemental","","",14,"4d6",8,14,10,8,10,10,"unaligned","unaligned"
"1600","Magnetic Elemental","Large","elemental","","neutral",95,"10d10+40",18,12,18,6,10,6,"neutral","neutral"
"1601","Mahoru","Large","monstrosity","","unaligned",91,"14d8+28",18,19,14,3,12,7,"unaligned","unaligned"
"1602","Mahoru","Large","monstrosity","","unaligned",105,"14d10 + 28",18,19,14,3,12,7,"unaligned","unaligned"
"1603","Major Malleable","Huge","aberration","","chaotic evil",218,"23d12+69",22,8,17,19,16,10,"chaotic","evil"
"1604","Malakbel","Medium","fiend","demon","chaotic evil",102,"12d8+48",14,17,19,13,16,20,"chaotic","evil"
"1605","Malakbel","Medium","fiend","","chaotic evil",102,"12d8 + 48",14,17,19,13,16,20,"chaotic","evil"
"1606","Malcubus","Medium","fiend","","",78,"12d8+24",10,16,14,14,16,20,"unaligned","unaligned"
"1607","Mallqui","Medium","undead","","lawful neutral",120,"16d8+48",16,9,16,11,16,14,"lawful","neutral"
"1608","Mallqui","Medium","undead","","lawful neutral",120,"16d8 + 48",16,9,16,11,18,14,"lawful","neutral"
"1609","Malmbjorn","Huge","monstrosity","","unaligned",218,"19d12+95",24,10,20,3,12,13,"unaligned","unaligned"
"1610","Malphas (Storm Crow)","Medium","fey","","neutral evil",120,"16d8+48",19,19,16,14,13,14,"neutral","evil"
"1611","Malphas","Medium","fey","","neutral evil",135,"18d8 + 54",19,19,16,14,13,18,"neutral","evil"
"1612","Mammoth","Huge","beast","","unaligned",126,"11d12+55",24,9,21,3,11,6,"unaligned","unaligned"
"1613","Mammoth","Huge","beast","","",115,"10d12+50",24,8,20,4,10,6,"unaligned","unaligned"
"1614","Mamura","Small","aberration","fey","neutral evil",97,"13d6+52",8,18,19,17,11,16,"neutral","evil"
"1615","Mamura","Small","aberration","","neutral evil",112,"15d6 + 60",8,18,19,17,11,16,"neutral","evil"
"1616","Manabane Scarab Swarm","Medium","beast","Swarm","unaligned",75,"10d8+30",3,16,16,1,13,2,"unaligned","unaligned"
"1617","Manastorm Golem","Medium","construct","","unaligned",90,"12d10+24",6,14,14,16,8,1,"unaligned","unaligned"
"1618","Mandrake","Tiny","plant","","unaligned",22,"4d4+12",10,6,16,1,9,12,"unaligned","unaligned"
"1619","Mandriano","Large","plant","","lawful evil",60,"8d10+16",15,6,15,10,10,7,"lawful","evil"
"1620","Manggus","Large","giant","shapechanger","chaotic evil",127,"15d10+45",18,14,16,8,7,9,"chaotic","evil"
"1621","Mangrove Treant","Huge","plant","","neutral",136,"13d12+52",20,7,19,12,15,12,"neutral","neutral"
"1622","Manticore","Large","monstrosity","","lawful evil",68,"8d10+24",17,16,17,7,12,8,"lawful","evil"
"1623","Manticore","Large","monstrosity","","",68,"8d10+24",16,14,16,8,12,8,"unaligned","unaligned"
"1624","Map Mimic","Tiny","aberration","shapechanger","neutral",32,"5d8+10",10,15,14,13,15,16,"neutral","neutral"
"1625","Map Mimic","Tiny","monstrosity","","neutral",22,"5d4 + 10",7,15,14,5,13,16,"neutral","neutral"
"1626","Mari Lwyd","Large","undead","","neutral",66,"7d10+28",16,13,19,10,14,15,"neutral","neutral"
"1627","Marid","Large","elemental","","",172,"15d10+90",22,16,22,16,14,16,"unaligned","unaligned"
"1628","Marid Noble","Large","elemental","","",344,"30d10+180",22,16,22,16,14,16,"unaligned","unaligned"
"1629","Marilith","Large","fiend","demon","chaotic evil",189,"18d10+90",18,20,20,18,16,20,"chaotic","evil"
"1630","Marilith","Large","fiend","","",220,"21d10+105",20,22,20,20,18,20,"unaligned","unaligned"
"1631","Marsh Dire","Medium","undead","","neutral evil",142,"15d8+75",18,13,20,7,11,8,"neutral","evil"
"1632","Mask Wight","Medium","undead","","neutral evil",207,"18d8+126",22,18,24,15,16,18,"neutral","evil"
"1633","Mask Wight","Medium","undead","","neutral evil",207,"18d8 + 126",22,18,24,15,16,18,"neutral","evil"
"1634","Massive Malleable","Gargantuan","aberration","","chaotic evil",248,"16d20+80",26,8,20,21,17,10,"chaotic","evil"
"1635","Master Assassin","Medium","humanoid","","",143,"22d8+44",20,20,14,15,12,12,"unaligned","unaligned"
"1636","Master Thief","Medium","humanoid","","",143,"22d8+44",20,20,14,15,12,12,"unaligned","unaligned"
"1637","Mastiff","Medium","beast","","unaligned",5,"1d8+1",13,14,12,3,12,7,"unaligned","unaligned"
"1638","Mastiff","Medium","beast","","",9,"2d8",12,14,10,3,12,6,"unaligned","unaligned"
"1639","Matriarch Serpentine Lamia","Large","monstrosity","","neutral evil",90,"12d8+36",12,17,16,8,15,19,"neutral","evil"
"1640","Mavka","Medium","undead","","chaotic evil",170,"20d8+80",20,15,18,13,13,18,"chaotic","evil"
"1641","Mavka","Medium","undead","","chaotic evil",170,"20d8 + 80",20,15,18,13,13,18,"chaotic","evil"
"1642","Mbielu","Huge","beast","","unaligned",95,"10d12+30",19,14,16,2,12,6,"unaligned","unaligned"
"1643","Mbielu","Huge","beast","","unaligned",76,"8d12 + 24",19,14,16,2,12,6,"unaligned","unaligned"
"1644","Mead Archon","Medium","celestial","","chaotic good",82,"11d8+33",20,16,17,14,18,20,"chaotic","good"
"1645","Mechuiti","Gargantuan","fiend","","chaotic evil",462,"25d20 + 200",29,19,27,18,18,22,"chaotic","evil"
"1646","Medusa","Medium","monstrosity","","lawful evil",127,"17d8+51",10,15,16,12,13,15,"lawful","evil"
"1647","Medusa","Medium","monstrosity","","",120,"16d8+48",12,18,16,12,14,14,"unaligned","unaligned"
"1648","Medusa Queen","Medium","monstrosity","","",153,"18d10+54",12,18,16,12,14,14,"unaligned","unaligned"
"1649","Meerkat","Tiny","beast","","unaligned",2,"1d4",4,12,10,2,10,4,"unaligned","unaligned"
"1650","Meerkats, Swarm","Medium","beast","","unaligned",22,"5d8",9,14,10,2,10,4,"unaligned","unaligned"
"1651","Megantereon","Medium","beast","","unaligned",52,"8d8+16",18,16,15,3,12,9,"unaligned","unaligned"
"1652","Megapede","Large","monstrosity","","unaligned",75,"10d10+20",17,14,15,2,7,3,"unaligned","unaligned"
"1653","Mei Jiao Shou","Gargantuan","beast","","unaligned",139,"9d20+45",23,7,21,3,9,6,"unaligned","unaligned"
"1654","Merclops","Huge","giant","","",126,"11d12+55",20,10,20,8,10,10,"unaligned","unaligned"
"1655","Merfolk","Medium","humanoid","merfolk","neutral",11,"2d8+2",10,13,12,11,11,12,"neutral","neutral"
"1656","Merfolk","Medium","humanoid","","",11,"2d8+2",10,12,12,10,10,10,"unaligned","unaligned"
"1657","Merfolk Knight","Medium","humanoid","","",52,"8d8+16",16,12,14,10,10,14,"unaligned","unaligned"
"1658","Merrow","Large","monstrosity","","chaotic evil",45,"6d10+12",18,10,15,8,10,9,"chaotic","evil"
"1659","Merrow","Large","monstrosity","","",45,"6d10+12",18,10,14,10,12,10,"unaligned","unaligned"
"1660","Merrow Mage","Large","monstrosity","","",45,"6d10+12",18,10,14,10,12,14,"unaligned","unaligned"
"1661","Mi-Go","Medium","plant","","neutral evil",76,"8d8+40",16,19,21,25,15,13,"neutral","evil"
"1662","Mi-Go","Medium","plant","","neutral evil",95,"10d8 + 50",16,19,21,25,15,13,"neutral","evil"
"1663","Midnight Sun","Large","aberration","","neutral evil",136,"16d10+48",10,16,16,11,18,15,"neutral","evil"
"1664","Millitaur","Large","monstrosity","","neutral",85,"10d10+30",18,14,16,8,12,10,"neutral","neutral"
"1665","Millitaur","Large","monstrosity","","neutral",85,"10d10 + 30",17,14,16,8,16,10,"neutral","neutral"
"1666","Mimic","Medium","monstrosity","shapechanger","neutral",58,"9d8+18",17,12,15,5,13,8,"neutral","neutral"
"1667","Mimic","Medium","monstrosity","","",52,"8d8+16",18,14,14,6,14,8,"unaligned","unaligned"
"1668","Mindrot Thrall","Medium","plant","","neutral",82,"11d8+33",15,14,17,11,14,6,"neutral","neutral"
"1669","Mindrot Thrall","Medium","plant","","neutral",82,"11d8 + 33",15,14,17,11,14,6,"neutral","neutral"
"1670","Mindshard","Small","aberration","","neutral evil",81,"18d6+18",1,16,12,11,15,19,"neutral","evil"
"1671","Mineral Ooze","Large","ooze","","neutral",76,"8d10+32",14,8,18,1,5,3,"neutral","neutral"
"1672","Minor Malleable","Medium","aberration","","chaotic evil",32,"5d8+10",16,8,14,15,14,10,"chaotic","evil"
"1673","Minotaur","Large","monstrosity","","chaotic evil",76,"9d10+27",18,11,16,6,16,9,"chaotic","evil"
"1674","Minotaur","Large","monstrosity","","",76,"9d10+27",18,10,16,10,16,10,"unaligned","unaligned"
"1675","Minotaur Champion","Huge","monstrosity","","",262,"21d12+126",22,10,22,10,16,14,"unaligned","unaligned"
"1676","Minotaur, Ravening","Large","monstrosity","","chaotic evil",85,"10d10+30",18,11,16,6,16,9,"chaotic","evil"
"1677","Minotaur Skeleton","Large","undead","","lawful evil",67,"9d10+18",18,11,15,6,8,5,"lawful","evil"
"1678","Minstrel","Medium","humanoid","","",32,"5d8+10",10,16,14,12,12,16,"unaligned","unaligned"
"1679","Mirage Monster","Huge","monstrosity","","",76,"9d12+18",18,14,14,6,14,8,"unaligned","unaligned"
"1680","Mirager","Medium","fey","shapechanger","neutral evil",78,"12d8+24",12,16,14,10,14,20,"neutral","evil"
"1681","Mirager","Medium","fey","","neutral evil",78,"12d8 + 24",12,16,14,10,14,19,"neutral","evil"
"1682","Miremal","Small","fey","","chaotic evil",22,"5d6+5",10,16,12,10,12,8,"chaotic","evil"
"1683","Miremal","Small","fey","","chaotic evil",22,"5d6 + 5",10,15,12,10,12,8,"chaotic","evil"
"1684","Miremuck Goblin King","Medium","humanoid","","",62,"8d8+16",12,16,10,12,8,18,"unaligned","unaligned"
"1685","Mirror Hag","Medium","fey","","chaotic neutral",168,"16d8+96",15,16,22,12,14,19,"chaotic","neutral"
"1686","Mirror Hag","Medium","fey","","chaotic neutral",147,"14d8 + 84",15,16,22,12,14,19,"chaotic","neutral"
"1687","Mithral Dragon Wyrmling","Medium","dragon","","neutral",44,"8d8 + 8",12,14,13,14,15,14,"neutral","neutral"
"1688","Mngwa","Medium","aberration","","neutral evil",91,"14d8+28",19,17,15,11,17,17,"neutral","evil"
"1689","Mngwa","Medium","aberration","","neutral evil",91,"14d8 + 28",19,17,15,11,17,17,"neutral","evil"
"1690","Moderate Malleable","Large","aberration","","chaotic evil",136,"16d10+48",18,8,16,17,15,10,"chaotic","evil"
"1691","Mold Zombie","Medium","undead","","chaotic evil",75,"10d8+30",17,8,16,3,6,5,"chaotic","evil"
"1692","Monarch Skeleton","Medium","undead","","neutral evil",142,"15d8+75",21,14,20,12,14,8,"neutral","evil"
"1693","Monkey King","Medium","celestial","","neutral",262,"25d8+150",19,24,22,16,21,17,"neutral","neutral"
"1694","Monkey’S Bane Vine","Large","plant","","unaligned",119,"14d10+42",18,10,16,1,13,1,"unaligned","unaligned"
"1695","Monolith Champion","Large","construct","","unaligned",102,"12d10+36",19,12,16,10,10,10,"unaligned","unaligned"
"1696","Monolith Footman","Large","construct","","unaligned",60,"8d10+16",18,12,14,10,10,10,"unaligned","unaligned"
"1697","Monolith Champion","Large","construct","","neutral",102,"12d10 + 36",19,12,16,10,10,10,"neutral","neutral"
"1698","Monolith Footman","Large","construct","","neutral",60,"8d10 + 16",15,12,14,10,10,10,"neutral","neutral"
"1699","Moon Drake","Medium","dragon","","neutral",76,"9d8+36",10,20,19,13,18,14,"neutral","neutral"
"1700","Moon Nymph","Medium","aberration","","chaotic neutral",110,"20d8+20",5,17,12,13,15,17,"chaotic","neutral"
"1701","Moon Weaver","Small","beast","","neutral",36,"8d6+8",11,16,13,10,13,14,"neutral","neutral"
"1702","Moonchild Naga","Large","monstrosity","","neutral evil",75,"10d10+20",17,18,14,12,16,18,"neutral","evil"
"1703","Moonkite","Large","celestial","","lawful good",93,"11d10+33",15,18,16,14,16,19,"lawful","good"
"1704","Moonless Hunter","Medium","fey","","neutral evil",75,"10d8+30",16,18,16,11,14,12,"neutral","evil"
"1705","Moonlit King","Medium","fey","","neutral good",204,"24d8 + 96",16,20,18,20,18,20,"neutral","good"
"1706","Moonweb","Medium","aberration","","unaligned",97,"13d8+39",10,18,16,1,16,6,"unaligned","unaligned"
"1707","Moppet","Tiny","construct","","unaligned",17,"5d6",3,10,10,3,10,15,"unaligned","unaligned"
"1708","Mordant Snare","Gargantuan","aberration","","chaotic evil",264,"16d20+96",23,16,22,15,14,6,"chaotic","evil"
"1709","Mordant Snare","Gargantuan","aberration","","chaotic evil",248,"16d20 + 80",23,16,21,15,14,6,"chaotic","evil"
"1710","Morko","Small","fey","","chaotic evil",17,"5d6",12,15,11,12,10,8,"chaotic","evil"
"1711","Morphoi","Medium","plant","shapechanger","chaotic evil",33,"6d8+6",11,16,13,14,10,15,"chaotic","evil"
"1712","Morphoi","Medium","plant","","chaotic evil",33,"6d8 + 6",14,16,13,14,10,15,"chaotic","evil"
"1713","Mortifera","Large","aberration","","chaotic neutral",135,"18d10+36",18,16,15,8,10,5,"chaotic","neutral"
"1714","Moss Lurker","Small","humanoid","","chaotic neutral",45,"10d6+10",14,14,12,12,10,10,"chaotic","neutral"
"1715","Moss Lurker","Small","humanoid","","chaotic neutral",45,"10d6 + 10",14,14,12,12,10,10,"chaotic","neutral"
"1716","Mountain Dryad","Huge","fey","","neutral",172,"15d12+75",29,12,20,14,18,18,"neutral","neutral"
"1717","Mountain Dwarf Defender","Medium","humanoid","","",52,"8d8+16",16,12,14,10,10,14,"unaligned","unaligned"
"1718","Mountain Dwarf Lord","Medium","humanoid","","",171,"18d8+90",20,12,20,12,12,16,"unaligned","unaligned"
"1719","Mountain Dwarf Soldier","Medium","humanoid","","",19,"3d8+6",14,12,14,10,10,10,"unaligned","unaligned"
"1720","Mountain Giant","Gargantuan","giant","","neutral evil",313,"19d20+114",26,10,22,14,20,10,"neutral","evil"
"1721","Mountain Nymph","Medium","fey","","chaotic neutral",112,"15d8+45",12,18,16,10,18,14,"chaotic","neutral"
"1722","Mountain Strider","Large","monstrosity","","chaotic neutral",34,"4d10+12",16,14,17,8,14,9,"chaotic","neutral"
"1723","Mud Golem","Small","construct","","unaligned",27,"6d6+6",15,10,13,3,8,1,"unaligned","unaligned"
"1724","Mudmutt","Large","monstrosity","","unaligned",105,"14d10+28",19,20,15,3,12,2,"unaligned","unaligned"
"1725","Mule","Medium","beast","","unaligned",11,"2d8+2",14,10,13,2,10,5,"unaligned","unaligned"
"1726","Mule","Medium","beast","","",11,"2d8+2",12,10,12,2,10,4,"unaligned","unaligned"
"1727","Mummy","Medium","undead","","lawful evil",58,"9d8+18",16,8,15,6,10,12,"lawful","evil"
"1728","Mummy","Medium","undead","","",67,"9d8+27",16,8,16,10,10,12,"unaligned","unaligned"
"1729","Mummy Lord","Medium","undead","","lawful evil",97,"13d8+39",18,10,17,11,18,16,"lawful","evil"
"1730","Mummy Lord","Medium","undead","","",221,"26d8+104",18,10,18,12,18,16,"unaligned","unaligned"
"1731","Mummy, Peat","Medium","undead","","neutral evil",93,"11d8+44",19,9,18,6,10,10,"neutral","evil"
"1732","Muraenid","Large","monstrosity","","neutral evil",45,"7d10+7",16,14,12,12,13,7,"neutral","evil"
"1733","Murgrik","Large","aberration","","chaotic evil",152,"16d10+64",23,10,18,6,14,9,"chaotic","evil"
"1734","Murmuring Worm","Huge","aberration","","",195,"17d12+85",20,12,20,8,14,18,"unaligned","unaligned"
"1735","Musk Deer","Tiny","beast","","unaligned",17,"5d4+5",4,16,12,2,14,7,"unaligned","unaligned"
"1736","Musk Deer, Swarm","Medium","beast","","unaligned",44,"8d8+8",11,16,12,2,14,7,"unaligned","unaligned"
"1737","Mydnari","Medium","humanoid","","neutral evil",22,"4d8+4",12,16,13,14,16,14,"neutral","evil"
"1738","Myling","Small","undead","","chaotic evil",45,"10d6+10",15,10,12,10,12,10,"chaotic","evil"
"1739","Myling","Small","undead","","chaotic evil",45,"10d6 + 10",10,16,12,10,12,10,"chaotic","evil"
"1740","Myrmex","Medium","elemental","","neutral good",90,"12d8+36",16,13,16,10,14,8,"neutral","good"
"1741","Myrmex Speaker","Large","elemental","","neutral good",119,"14d10+42",18,13,17,12,16,10,"neutral","good"
"1742","Myrmex, Young","Small","elemental","","neutral good",54,"12d6+12",12,13,13,8,10,8,"neutral","good"
"1743","Mystic","Medium","humanoid","satarre","neutral evil",75,"10d8+30",12,14,16,17,11,12,"neutral","evil"
"1744","Mytholabe","Large","construct","","unaligned",152,"16d10+64",20,13,18,6,16,1,"unaligned","unaligned"
"1745","Nachzehrer","Medium","undead","","chaotic evil",136,"16d8+64",20,12,18,10,15,9,"chaotic","evil"
"1746","Naiad","Medium","fey","","",22,"5d8",14,12,10,12,16,18,"unaligned","unaligned"
"1747","Naina","Large","dragon","shapechanger","lawful evil",231,"22d10+110",20,16,21,15,18,18,"lawful","evil"
"1748","Naina","Large","dragon","","lawful evil",231,"22d10 + 110",20,16,21,15,18,18,"lawful","evil"
"1749","Naizu-Ha","Small","fey","kami","neutral evil",117,"18d6+54",17,15,17,13,11,13,"neutral","evil"
"1750","Nalfeshnee","Large","fiend","demon","chaotic evil",184,"16d10+96",21,10,22,19,12,15,"chaotic","evil"
"1751","Nalfeshnee","Large","fiend","","",184,"16d10+96",20,16,22,20,16,16,"unaligned","unaligned"
"1752","Nalusa Falaya","Medium","aberration","","neutral evil",33,"6d8+6",12,15,13,11,13,9,"neutral","evil"
